geoid,geoid2,geodisplay,naicsid,establishment_type,op_type,tax_type,year,est_count,receipts,op_exp,payroll,q1payroll,employees,receipts_from_admin,receipts_from_estimate
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Type of operation or tax status code,Meaning of Type of operation or tax status code,Year,Number of establishments,"Receipts/Revenue ($1,000)","Operating expenses ($1,000)","Annual payroll ($1,000)","First-quarter payroll ($1,000)",Number of paid employees for pay period including March 12,Percent of receipts/revenue from administrative records (%),Percent of receipts/revenue estimated (%)
330M200US204,204,"Corpus Christi-Kingsville-Alice, TX CSA",61171,Educational support services,T,Establishments subject to federal income tax,2012,8,D,N,D,D,b,D,D
330M200US204,204,"Corpus Christi-Kingsville-Alice, TX CSA",61171,Educational support services,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,c,D,D
330M200US204,204,"Corpus Christi-Kingsville-Alice, TX CSA",611710,Educational support services,A,All establishments,2012,11,D,N,D,D,c,D,D
330M200US204,204,"Corpus Christi-Kingsville-Alice, TX CSA",611710,Educational support services,T,Establishments subject to federal income tax,2012,8,D,N,D,D,b,D,D
330M200US204,204,"Corpus Christi-Kingsville-Alice, TX CSA",611710,Educational support services,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,c,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61,Educational services,A,All establishments,2012,1489,1513451,N,409610,99465,12570,16.9,8.8
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61,Educational services,T,Establishments subject to federal income tax,2012,1357,1451899,N,392014,95465,11981,16,8.9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61,Educational services,Y,Establishments exempt from federal income tax,2012,132,61552,55874,17596,4000,589,38.2,5.5
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611,Educational services,A,All establishments,2012,1489,1513451,N,409610,99465,12570,16.9,8.8
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611,Educational services,T,Establishments subject to federal income tax,2012,1357,1451899,N,392014,95465,11981,16,8.9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611,Educational services,Y,Establishments exempt from federal income tax,2012,132,61552,55874,17596,4000,589,38.2,5.5
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6114,Business schools and computer and management training,A,All establishments,2012,211,D,N,D,D,g,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6114,Business schools and computer and management training,T,Establishments subject to federal income tax,2012,194,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6114,Business schools and computer and management training,Y,Establishments exempt from federal income tax,2012,17,17536,15996,2866,669,75,11.7,9.7
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61141,Business and secretarial schools,A,All establishments,2012,3,D,N,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61141,Business and secretarial schools,T,Establishments subject to federal income tax,2012,3,D,N,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611410,Business and secretarial schools,A,All establishments,2012,3,D,N,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611410,Business and secretarial schools,T,Establishments subject to federal income tax,2012,3,D,N,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61142,Computer training,A,All establishments,2012,43,135323,N,17056,4169,254,13.3,2.6
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61142,Computer training,T,Establishments subject to federal income tax,2012,43,135323,N,17056,4169,254,13.3,2.6
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611420,Computer training,A,All establishments,2012,43,135323,N,17056,4169,254,13.3,2.6
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611420,Computer training,T,Establishments subject to federal income tax,2012,43,135323,N,17056,4169,254,13.3,2.6
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61143,Professional and management development training,A,All establishments,2012,165,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61143,Professional and management development training,T,Establishments subject to federal income tax,2012,148,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61143,Professional and management development training,Y,Establishments exempt from federal income tax,2012,17,17536,15996,2866,669,75,11.7,9.7
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611430,Professional and management development training,A,All establishments,2012,165,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611430,Professional and management development training,T,Establishments subject to federal income tax,2012,148,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611430,Professional and management development training,Y,Establishments exempt from federal income tax,2012,17,17536,15996,2866,669,75,11.7,9.7
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6115,Technical and trade schools,A,All establishments,2012,200,D,N,D,D,h,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6115,Technical and trade schools,T,Establishments subject to federal income tax,2012,187,D,N,D,D,h,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6115,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,13,7387,6627,2468,541,57,54.9,9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61151,Technical and trade schools,A,All establishments,2012,200,D,N,D,D,h,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61151,Technical and trade schools,T,Establishments subject to federal income tax,2012,187,D,N,D,D,h,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61151,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,13,7387,6627,2468,541,57,54.9,9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611511,Cosmetology and barber schools,A,All establishments,2012,58,62127,N,18829,4714,585,18,10.9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611511,Cosmetology and barber schools,T,Establishments subject to federal income tax,2012,58,62127,N,18829,4714,585,18,10.9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611512,Flight training,A,All establishments,2012,43,D,N,D,D,g,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611512,Flight training,T,Establishments subject to federal income tax,2012,43,D,N,D,D,g,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611513,Apprenticeship training,A,All establishments,2012,12,6918,N,2540,604,58,39.8,2.3
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611513,Apprenticeship training,T,Establishments subject to federal income tax,2012,5,1726,N,723,174,20,15.5,7
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611513,Apprenticeship training,Y,Establishments exempt from federal income tax,2012,7,5192,4592,1817,430,38,47.8,0.7
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611519,Other technical and trade schools,A,All establishments,2012,87,130427,N,49325,12641,1279,15.1,14.1
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611519,Other technical and trade schools,T,Establishments subject to federal income tax,2012,81,128232,N,48674,12530,1260,14.1,13.8
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611519,Other technical and trade schools,Y,Establishments exempt from federal income tax,2012,6,2195,2035,651,111,19,71.4,28.6
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116,Other schools and instruction,A,All establishments,2012,948,460693,N,145047,34889,7428,27.8,14.4
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116,Other schools and instruction,T,Establishments subject to federal income tax,2012,869,436798,N,135955,32896,7053,26.9,15
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116,Other schools and instruction,Y,Establishments exempt from federal income tax,2012,79,23895,21863,9092,1993,375,44.2,3.7
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61161,Fine arts schools,A,All establishments,2012,242,D,N,D,D,g,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61161,Fine arts schools,T,Establishments subject to federal income tax,2012,222,66927,N,18458,4671,1345,46.1,14.4
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61161,Fine arts schools,Y,Establishments exempt from federal income tax,2012,20,D,D,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611610,Fine arts schools,A,All establishments,2012,242,D,N,D,D,g,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611610,Fine arts schools,T,Establishments subject to federal income tax,2012,222,66927,N,18458,4671,1345,46.1,14.4
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611610,Fine arts schools,Y,Establishments exempt from federal income tax,2012,20,D,D,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116101,Dance schools (including children's and professionals'),A,All establishments,2012,138,48242,N,12472,3230,873,50,7.7
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116101,Dance schools (including children's and professionals'),T,Establishments subject to federal income tax,2012,135,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116101,Dance schools (including children's and professionals'),Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,a,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116102,"Art, drama, and music schools",A,All establishments,2012,104,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116102,"Art, drama, and music schools",T,Establishments subject to federal income tax,2012,87,D,N,D,D,e,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6116102,"Art, drama, and music schools",Y,Establishments exempt from federal income tax,2012,17,D,D,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61162,Sports and recreation instruction,A,All establishments,2012,329,124721,N,45175,10165,2288,36.2,24.6
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61162,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,313,119527,N,43331,9823,2217,35.6,25.3
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61162,Sports and recreation instruction,Y,Establishments exempt from federal income tax,2012,16,5194,4540,1844,342,71,49.9,6.9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611620,Sports and recreation instruction,A,All establishments,2012,329,124721,N,45175,10165,2288,36.2,24.6
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611620,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,313,119527,N,43331,9823,2217,35.6,25.3
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611620,Sports and recreation instruction,Y,Establishments exempt from federal income tax,2012,16,5194,4540,1844,342,71,49.9,6.9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61163,Language schools,A,All establishments,2012,23,11137,N,5409,1302,238,40.2,14.5
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61163,Language schools,T,Establishments subject to federal income tax,2012,16,8363,N,4231,1029,154,20.4,19.3
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61163,Language schools,Y,Establishments exempt from federal income tax,2012,7,2774,2334,1178,273,84,100,0
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611630,Language schools,A,All establishments,2012,23,11137,N,5409,1302,238,40.2,14.5
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611630,Language schools,T,Establishments subject to federal income tax,2012,16,8363,N,4231,1029,154,20.4,19.3
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611630,Language schools,Y,Establishments exempt from federal income tax,2012,7,2774,2334,1178,273,84,100,0
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61169,All other schools and instruction,A,All establishments,2012,354,D,N,D,D,h,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61169,All other schools and instruction,T,Establishments subject to federal income tax,2012,318,241981,N,69935,17373,3337,17.6,9.9
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61169,All other schools and instruction,Y,Establishments exempt from federal income tax,2012,36,D,D,D,D,c,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611691,Exam preparation and tutoring,A,All establishments,2012,209,181987,N,51453,13357,2491,14.3,8.6
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611691,Exam preparation and tutoring,T,Establishments subject to federal income tax,2012,189,D,N,D,D,g,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611691,Exam preparation and tutoring,Y,Establishments exempt from federal income tax,2012,20,D,D,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611692,Automobile driving schools,A,All establishments,2012,53,36899,N,12302,2671,527,15.1,6.1
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611692,Automobile driving schools,T,Establishments subject to federal income tax,2012,53,36899,N,12302,2671,527,15.1,6.1
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611699,All other miscellaneous schools and instruction,A,All establishments,2012,92,D,N,D,D,e,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611699,All other miscellaneous schools and instruction,T,Establishments subject to federal income tax,2012,76,D,N,D,D,e,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611699,All other miscellaneous schools and instruction,Y,Establishments exempt from federal income tax,2012,16,D,D,D,D,b,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6117,Educational support services,A,All establishments,2012,130,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6117,Educational support services,T,Establishments subject to federal income tax,2012,107,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",6117,Educational support services,Y,Establishments exempt from federal income tax,2012,23,12734,11388,3170,797,82,53.5,1
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61171,Educational support services,A,All establishments,2012,130,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61171,Educational support services,T,Establishments subject to federal income tax,2012,107,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",61171,Educational support services,Y,Establishments exempt from federal income tax,2012,23,12734,11388,3170,797,82,53.5,1
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611710,Educational support services,A,All establishments,2012,130,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611710,Educational support services,T,Establishments subject to federal income tax,2012,107,D,N,D,D,f,D,D
330M200US206,206,"Dallas-Fort Worth, TX-OK CSA",611710,Educational support services,Y,Establishments exempt from federal income tax,2012,23,12734,11388,3170,797,82,53.5,1
330M200US209,209,"Davenport-Moline, IA-IL CSA",61,Educational services,A,All establishments,2012,68,D,N,D,D,e,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61,Educational services,T,Establishments subject to federal income tax,2012,51,D,N,D,D,e,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61,Educational services,Y,Establishments exempt from federal income tax,2012,17,D,D,D,D,c,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611,Educational services,A,All establishments,2012,68,D,N,D,D,e,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611,Educational services,T,Establishments subject to federal income tax,2012,51,D,N,D,D,e,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611,Educational services,Y,Establishments exempt from federal income tax,2012,17,D,D,D,D,c,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6114,Business schools and computer and management training,A,All establishments,2012,8,1177,N,521,100,14,88.8,11.2
330M200US209,209,"Davenport-Moline, IA-IL CSA",6114,Business schools and computer and management training,T,Establishments subject to federal income tax,2012,5,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6114,Business schools and computer and management training,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61142,Computer training,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61142,Computer training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611420,Computer training,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611420,Computer training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61143,Professional and management development training,A,All establishments,2012,7,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61143,Professional and management development training,T,Establishments subject to federal income tax,2012,4,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61143,Professional and management development training,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611430,Professional and management development training,A,All establishments,2012,7,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611430,Professional and management development training,T,Establishments subject to federal income tax,2012,4,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611430,Professional and management development training,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6115,Technical and trade schools,A,All establishments,2012,13,12204,N,3394,803,136,19.8,0
330M200US209,209,"Davenport-Moline, IA-IL CSA",6115,Technical and trade schools,T,Establishments subject to federal income tax,2012,7,8429,N,2106,486,80,2.3,0
330M200US209,209,"Davenport-Moline, IA-IL CSA",6115,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,6,3775,3447,1288,317,56,59,0
330M200US209,209,"Davenport-Moline, IA-IL CSA",61151,Technical and trade schools,A,All establishments,2012,13,12204,N,3394,803,136,19.8,0
330M200US209,209,"Davenport-Moline, IA-IL CSA",61151,Technical and trade schools,T,Establishments subject to federal income tax,2012,7,8429,N,2106,486,80,2.3,0
330M200US209,209,"Davenport-Moline, IA-IL CSA",61151,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,6,3775,3447,1288,317,56,59,0
330M200US209,209,"Davenport-Moline, IA-IL CSA",611511,Cosmetology and barber schools,A,All establishments,2012,4,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611511,Cosmetology and barber schools,T,Establishments subject to federal income tax,2012,4,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611512,Flight training,A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611512,Flight training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611513,Apprenticeship training,A,All establishments,2012,7,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611513,Apprenticeship training,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611513,Apprenticeship training,Y,Establishments exempt from federal income tax,2012,6,3775,3447,1288,317,56,59,0
330M200US209,209,"Davenport-Moline, IA-IL CSA",611519,Other technical and trade schools,A,All establishments,2012,1,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611519,Other technical and trade schools,T,Establishments subject to federal income tax,2012,1,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6116,Other schools and instruction,A,All establishments,2012,44,D,N,D,D,c,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6116,Other schools and instruction,T,Establishments subject to federal income tax,2012,37,D,N,D,D,c,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6116,Other schools and instruction,Y,Establishments exempt from federal income tax,2012,7,D,D,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61161,Fine arts schools,A,All establishments,2012,19,2182,N,463,137,94,61.7,18.9
330M200US209,209,"Davenport-Moline, IA-IL CSA",61161,Fine arts schools,T,Establishments subject to federal income tax,2012,19,2182,N,463,137,94,61.7,18.9
330M200US209,209,"Davenport-Moline, IA-IL CSA",611610,Fine arts schools,A,All establishments,2012,19,2182,N,463,137,94,61.7,18.9
330M200US209,209,"Davenport-Moline, IA-IL CSA",611610,Fine arts schools,T,Establishments subject to federal income tax,2012,19,2182,N,463,137,94,61.7,18.9
330M200US209,209,"Davenport-Moline, IA-IL CSA",6116101,Dance schools (including children's and professionals'),A,All establishments,2012,18,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6116101,Dance schools (including children's and professionals'),T,Establishments subject to federal income tax,2012,18,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6116102,"Art, drama, and music schools",A,All establishments,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6116102,"Art, drama, and music schools",T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61162,Sports and recreation instruction,A,All establishments,2012,15,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61162,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,11,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61162,Sports and recreation instruction,Y,Establishments exempt from federal income tax,2012,4,D,D,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611620,Sports and recreation instruction,A,All establishments,2012,15,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611620,Sports and recreation instruction,T,Establishments subject to federal income tax,2012,11,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611620,Sports and recreation instruction,Y,Establishments exempt from federal income tax,2012,4,D,D,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61169,All other schools and instruction,A,All establishments,2012,10,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61169,All other schools and instruction,T,Establishments subject to federal income tax,2012,7,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61169,All other schools and instruction,Y,Establishments exempt from federal income tax,2012,3,D,D,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611691,Exam preparation and tutoring,A,All establishments,2012,3,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611691,Exam preparation and tutoring,T,Establishments subject to federal income tax,2012,2,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611691,Exam preparation and tutoring,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611692,Automobile driving schools,A,All establishments,2012,4,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611692,Automobile driving schools,T,Establishments subject to federal income tax,2012,4,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611699,All other miscellaneous schools and instruction,A,All establishments,2012,3,D,N,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611699,All other miscellaneous schools and instruction,T,Establishments subject to federal income tax,2012,1,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611699,All other miscellaneous schools and instruction,Y,Establishments exempt from federal income tax,2012,2,D,D,D,D,b,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6117,Educational support services,A,All establishments,2012,3,117,N,42,5,2,53,30.8
330M200US209,209,"Davenport-Moline, IA-IL CSA",6117,Educational support services,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",6117,Educational support services,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61171,Educational support services,A,All establishments,2012,3,117,N,42,5,2,53,30.8
330M200US209,209,"Davenport-Moline, IA-IL CSA",61171,Educational support services,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",61171,Educational support services,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611710,Educational support services,A,All establishments,2012,3,117,N,42,5,2,53,30.8
330M200US209,209,"Davenport-Moline, IA-IL CSA",611710,Educational support services,T,Establishments subject to federal income tax,2012,2,D,N,D,D,a,D,D
330M200US209,209,"Davenport-Moline, IA-IL CSA",611710,Educational support services,Y,Establishments exempt from federal income tax,2012,1,D,D,D,D,a,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",61,Educational services,A,All establishments,2012,162,101142,N,34940,8790,1350,18,8.6
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",61,Educational services,T,Establishments subject to federal income tax,2012,129,D,N,D,D,g,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",61,Educational services,Y,Establishments exempt from federal income tax,2012,33,D,D,D,D,e,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",611,Educational services,A,All establishments,2012,162,101142,N,34940,8790,1350,18,8.6
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",611,Educational services,T,Establishments subject to federal income tax,2012,129,D,N,D,D,g,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",611,Educational services,Y,Establishments exempt from federal income tax,2012,33,D,D,D,D,e,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",6114,Business schools and computer and management training,A,All establishments,2012,21,D,N,D,D,c,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",6114,Business schools and computer and management training,T,Establishments subject to federal income tax,2012,16,12774,N,5916,1795,99,22.2,4.4
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",6114,Business schools and computer and management training,Y,Establishments exempt from federal income tax,2012,5,D,D,D,D,b,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",61142,Computer training,A,All establishments,2012,3,198,N,52,23,2,79.3,0
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",61142,Computer training,T,Establishments subject to federal income tax,2012,3,198,N,52,23,2,79.3,0
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",611420,Computer training,A,All establishments,2012,3,198,N,52,23,2,79.3,0
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",611420,Computer training,T,Establishments subject to federal income tax,2012,3,198,N,52,23,2,79.3,0
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",61143,Professional and management development training,A,All establishments,2012,18,D,N,D,D,c,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",61143,Professional and management development training,T,Establishments subject to federal income tax,2012,13,12576,N,5864,1772,97,21.3,4.5
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",61143,Professional and management development training,Y,Establishments exempt from federal income tax,2012,5,D,D,D,D,b,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",611430,Professional and management development training,A,All establishments,2012,18,D,N,D,D,c,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",611430,Professional and management development training,T,Establishments subject to federal income tax,2012,13,12576,N,5864,1772,97,21.3,4.5
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",611430,Professional and management development training,Y,Establishments exempt from federal income tax,2012,5,D,D,D,D,b,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",6115,Technical and trade schools,A,All establishments,2012,37,D,N,D,D,e,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",6115,Technical and trade schools,T,Establishments subject to federal income tax,2012,28,D,N,D,D,e,D,D
330M200US212,212,"Dayton-Springfield-Sidney, OH CSA",6115,Technical and trade schools,Y,Establishments exempt from federal income tax,2012,9,D,D,D,D,b,D,D
