GEO.id,GEO.id2,GEO.display-label,GC.target-geo-id,GC.target-geo-id2,GC.display-label,GC.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Country,Geographic region,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015
0100000US,,United States,330M200US472,472,"United States - Sacramento-Roseville, CA CSA","Sacramento-Roseville, CA CSA",2414783,2414783,2420457,2441576,2461066,2484100,2513129,2544026
0100000US,,United States,330M200US474,474,"United States - Saginaw-Midland-Bay City, MI CSA","Saginaw-Midland-Bay City, MI CSA",391569,391569,391275,390113,389110,387310,384877,382598
0100000US,,United States,330M200US476,476,"United States - St. Louis-St. Charles-Farmington, MO-IL CSA","St. Louis-St. Charles-Farmington, MO-IL CSA",2892497,2892550,2895015,2898346,2901867,2905683,2910622,2916447
0100000US,,United States,330M200US482,482,"United States - Salt Lake City-Provo-Orem, UT CSA","Salt Lake City-Provo-Orem, UT CSA",2271696,2271696,2281920,2316777,2351176,2392178,2425719,2467709
0100000US,,United States,330M200US488,488,"United States - San Jose-San Francisco-Oakland, CA CSA","San Jose-San Francisco-Oakland, CA CSA",8153696,8153925,8174136,8274092,8378850,8492085,8608859,8713914
0100000US,,United States,330M200US496,496,"United States - Savannah-Hinesville-Statesboro, GA CSA","Savannah-Hinesville-Statesboro, GA CSA",495745,495755,496759,509037,516606,517782,526891,532048
0100000US,,United States,330M200US500,500,"United States - Seattle-Tacoma, WA CSA","Seattle-Tacoma, WA CSA",4274767,4274773,4285410,4342727,4401280,4462001,4528917,4602591
0100000US,,United States,330M200US512,512,"United States - Sioux City-Vermillion, IA-SD-NE CSA","Sioux City-Vermillion, IA-SD-NE CSA",182427,182427,182668,182983,182927,182710,182848,183033
0100000US,,United States,330M200US515,515,"United States - South Bend-Elkhart-Mishawaka, IN-MI CSA","South Bend-Elkhart-Mishawaka, IN-MI CSA",720647,720640,720257,721136,720796,721544,723505,725065
0100000US,,United States,330M200US518,518,"United States - Spokane-Spokane Valley-Coeur d'Alene, WA-ID CSA","Spokane-Spokane Valley-Coeur d'Alene, WA-ID CSA",666247,666247,667487,670964,674724,679955,688160,698170
0100000US,,United States,330M200US520,520,"United States - Springfield-Branson, MO CSA","Springfield-Branson, MO CSA",520589,520593,521392,524855,529262,533469,537427,541991
0100000US,,United States,330M200US521,521,"United States - Springfield-Greenfield Town, MA CSA","Springfield-Greenfield Town, MA CSA",692942,693077,694734,697600,698481,699460,701599,702583
0100000US,,United States,330M200US522,522,"United States - Springfield-Jacksonville-Lincoln, IL CSA","Springfield-Jacksonville-Lincoln, IL CSA",316177,316181,316417,317437,317576,315928,315396,314212
0100000US,,United States,330M200US524,524,"United States - State College-DuBois, PA CSA","State College-DuBois, PA CSA",235632,235625,235835,236497,237336,239788,240632,241574
0100000US,,United States,330M200US525,525,"United States - Steamboat Springs-Craig, CO CSA","Steamboat Springs-Craig, CO CSA",37304,37301,37262,36683,36414,36605,36849,37067
0100000US,,United States,330M200US532,532,"United States - Syracuse-Auburn, NY CSA","Syracuse-Auburn, NY CSA",742603,742609,742887,742650,741192,742254,740587,738746
0100000US,,United States,330M200US533,533,"United States - Tallahassee-Bainbridge, FL-GA CSA","Tallahassee-Bainbridge, FL-GA CSA",395255,396612,397224,398719,402864,400778,402884,405098
0100000US,,United States,330M200US534,534,"United States - Toledo-Port Clinton, OH CSA","Toledo-Port Clinton, OH CSA",651429,651435,651523,650794,649573,648907,647853,646833
0100000US,,United States,330M200US536,536,"United States - Tucson-Nogales, AZ CSA","Tucson-Nogales, AZ CSA",1027683,1027683,1029280,1035681,1040437,1044538,1050905,1056486
0100000US,,United States,330M200US538,538,"United States - Tulsa-Muskogee-Bartlesville, OK CSA","Tulsa-Muskogee-Bartlesville, OK CSA",1106431,1106478,1109264,1116110,1123529,1132686,1140289,1151172
0100000US,,United States,330M200US540,540,"United States - Tyler-Jacksonville, TX CSA","Tyler-Jacksonville, TX CSA",260559,260557,261385,263852,266306,267859,271102,274478
0100000US,,United States,330M200US544,544,"United States - Victoria-Port Lavaca, TX CSA","Victoria-Port Lavaca, TX CSA",115384,115384,115410,116025,118188,119336,120515,121808
0100000US,,United States,330M200US545,545,"United States - Virginia Beach-Norfolk, VA-NC CSA","Virginia Beach-Norfolk, VA-NC CSA",1779243,1779238,1782558,1789242,1800829,1809157,1820430,1828187
0100000US,,United States,330M200US546,546,"United States - Visalia-Porterville-Hanford, CA CSA","Visalia-Porterville-Hanford, CA CSA",595161,595164,595448,599584,602419,604956,607368,610828
0100000US,,United States,330M200US548,548,"United States - Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA","Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA",9051961,9052225,9089423,9227640,9347052,9460190,9547240,9625360
0100000US,,United States,330M200US554,554,"United States - Wausau-Stevens Point-Wisconsin Rapids, WI CSA","Wausau-Stevens Point-Wisconsin Rapids, WI CSA",307574,307574,307634,307775,307999,308197,307868,307691
0100000US,,United States,330M200US556,556,"United States - Wichita-Arkansas City-Winfield, KS CSA","Wichita-Arkansas City-Winfield, KS CSA",667230,667230,668208,669604,672583,674828,677400,680398
0100000US,,United States,330M200US558,558,"United States - Williamsport-Lock Haven, PA CSA","Williamsport-Lock Haven, PA CSA",155349,155349,155449,156226,157062,156556,156014,155489
0100000US,,United States,330M200US566,566,"United States - Youngstown-Warren, OH-PA CSA","Youngstown-Warren, OH-PA CSA",673614,673645,672741,669779,665503,662073,659107,654691
0100000US,,United States,0400000US72,72,Puerto Rico,Puerto Rico,3725789,3726157,3721526,3678736,3634487,3593079,3534888,3474182
0100000US,,United States,330M200US364,364,"Puerto Rico - Mayagüez-San Germán, PR CSA","Mayagüez-San Germán, PR CSA",243792,243956,243590,240548,237419,234397,230406,226216
0100000US,,United States,330M200US434,434,"Puerto Rico - Ponce-Coamo-Santa Isabel, PR CSA","Ponce-Coamo-Santa Isabel, PR CSA",433749,433749,432842,426627,420032,414060,406433,398143
0100000US,,United States,330M200US490,490,"Puerto Rico - San Juan-Carolina, PR CSA","San Juan-Carolina, PR CSA",2664889,2665069,2662257,2633139,2603483,2575643,2534958,2493270
